Account_ID,Class_Predicted,Class1_Prob
0012400001Kc84S,1,0.5441
0012400000rt2Sp,1,0.5441
0012400001JKzKp,1,0.8335
00124000014nQrK,1,0.7493
0011p00002FwHlf,0,0.2286
0011p00001SgcLd,0,0.2406
0011p00002ab6sq,0,0.2286
0011p00001SgdU9,1,0.5441
0011p00001SgcZa,1,0.7616
0012400001JKBfl,0,0.2286
0012400001JKBfz,0,0.2286
0012400001JKBg9,0,0.2286
0012400001JKBgL,0,0.3318
0012400001JKBgP,0,0.2286
0012400001JKBeI,0,0.4634
0012400001PK60I,0,0.4161
0011p00002JtNRn,0,0.2286
0012400000gRKhv,0,0.2286
0011p00002HiZy0,0,0.2286
0011p00002HfiOf,0,0.3171
0011p00001SgR9B,0,0.4902
0011p00001yJhJ0,1,0.5441
0011p00002bXM6Q,0,0.2286
0011p00002OTd99,1,0.5441
0011p00001Sgdwm,0,0.3318
0011p00001SgdUY,0,0.2286
0011p00001SgdWZ,1,0.8335
0011p00002dMFMN,0,0.2286
0011p00001SgSic,0,0.2286
0011p00001SgdTz,1,0.8335
0012400000k0hzo,1,0.7616
0011p00002IYSSc,0,0.2286
0011p00001SgdXc,0,0.3318
0011p00001SfMET,1,0.5441
0011p00001SgdT1,0,0.4324
0011p00001Sg0yo,1,0.7493
0012400000WATXd,0,0.2286
0011p00001SgEPF,0,0.2643
0011p00001Sg6VS,1,0.6756
0011p00001Sf5G1,0,0.2286
0012400000pwIDQ,0,0.3318
0012400000qBUTo,0,0.3318
0012400000mq3bb,0,0.2643
0012400000qBSmq,0,0.3553
0012400000qB40Y,1,0.601
0012400000qBR6h,0,0.2286
0011p00002HhfFg,0,0.3318
0012400000qfW7S,0,0.1865
0012400000qBRG2,1,0.8335
0011p00001eBOHv,1,0.601
0011p00001o7eFF,0,0.2286
0011p00001UUTV4,0,0.2286
0011p00001UUU73,0,0.4161
0011p00001UUPUO,0,0.3318
0011p00001UUPeO,1,0.5275
0011p00001UUPMo,1,0.6756
0011p00001UUPOa,1,0.6756
0011p00001yLNMH,0,0.2643
0011p00001UVp4D,0,0.2286
0011p00001yLHL4,0,0.4161
0011p00001UT2c3,0,0.3318
0011p00001USyiz,1,0.5542
0011p00002BMXNg,0,0.4324
0011p00002BMXNh,0,0.4161
0012400000cpbw7,1,0.8335
0011p00001UTqmx,0,0.2286
0011p00001UT8ti,0,0.4161
0011p00001uLB5K,0,0.2286
0011p00001SgZ1Q,1,0.5542
0011p00001UTNPu,1,0.8335
0011p00001UTtOn,1,0.7493
0011p00001o5NGH,1,0.601
0011p00002SfBBt,1,0.8335
0011p00001XRd3e,1,0.5441
0011p000029ViN9,1,0.6756
0011p0000229MLn,0,0.2286
0011p00001UUuJW,0,0.3318
0011p00002dJyg8,1,0.5542
0011p00001UWP1P,0,0.4634
0011p00002BMYvQ,1,0.5441
0011p00002BMYuc,1,0.8335
0011p00002BMYvV,1,0.7493
0011p00002BMYvW,1,0.7493
0011p00002BMYvi,0,0.3318
0011p00002BMYw3,0,0.3318
0011p00002BMaQB,0,0.2286
0011p00002BMYwC,1,0.5706
0011p00002BMYwu,0,0.2286
0011p00002WC05U,0,0.2286
0011p00001uLLcG,1,0.6756
0011p00001UUu7G,1,0.7493
0012400000zXwyf,0,0.1865
0012400000zXsnX,1,0.7616
001240000132NzH,0,0.3318
0012400000zavv6,1,0.5542
0012400000zavv8,1,0.7493
0012400000zavvA,1,0.5441
0012400000zavvF,0,0.2286
0012400000zavvK,0,0.2286
0012400000zavvY,0,0.4161
0012400000zavvb,0,0.2286
0011p00001UT2cU,1,0.8335
0012400000z6DzU,0,0.3318
0012400000zavt6,0,0.4161
0012400000zavtN,0,0.2643
0012400000zavtO,1,0.5542
0012400000zavto,0,0.2286
0012400000zavtq,0,0.2286
0012400000zavu7,1,0.7493
0012400000zavu9,0,0.2406
0012400000zavuC,0,0.4634
0012400000zavug,0,0.2286
00124000013tHUG,1,0.698
0011p00002DngVD,1,0.8335
00124000016p5jw,0,0.2286
0011p00002SeiqS,0,0.3318
00124000013mnjW,0,0.2286
00124000011NbIE,0,0.2286
00124000011Nndv,0,0.1766
00124000010qWau,1,0.7616
0011p00002Seiui,0,0.2286
0011p00002HfiK4,0,0.2643
0011p00002HfiXm,0,0.3318
0011p00002Hfjkw,0,0.3318
0011p00001UUJyz,1,0.7616
0011p00002HN4zP,0,0.2643
0011p00002HN3Dv,0,0.2286
0011p00002HgUHO,0,0.3318
0012400001IUhqJ,0,0.2286
0012400000XxBPf,0,0.2286
0011p00001aeavP,0,0.2643
00124000018rT6o,0,0.2286
0012400000lXhM6,0,0.2286
0011p000029UeTT,1,0.6756
0011p00001UTnhP,0,0.2286
0012400001CiJUd,1,0.5441
0012400000cokXY,0,0.3318
0011p00002Hh6Lz,1,0.601
0011p00001hnfHZ,1,0.8335
0011p00002JtTwd,1,0.824
0011p00001o9CC6,0,0.3171
0011p00002OTa4y,0,0.4161
0011p00002ORiaL,0,0.4161
0011p00001adp3F,0,0.2406
0011p000029Wpam,1,0.6756
0011p000029WpXm,1,0.5542
0011p000029WpXq,0,0.3318
0011p000029WpXv,1,0.7836
0011p000029Vjkb,0,0.1766
0011p000029WpcC,1,0.7616
0011p000029WpcI,1,0.5441
0011p000029Wpcb,0,0.4161
0011p000029Wpcc,0,0.3318
0011p000029WpZX,1,0.7493
0011p000029WpZj,1,0.5542
0011p00002BMXSA,0,0.2286
0011p00002BMXOg,0,0.2286
0011p00002ORzio,1,0.7493
0011p000029VjNX,0,0.2406
0011p000029W1hB,0,0.2406
0011p000029V7C4,0,0.3318
0011p000029V1BU,1,0.5542
0011p00002OTdGj,0,0.3318
0011p00002BMZEl,0,0.2643
0011p000029Vjd6,0,0.2406
0011p00002BMZGf,1,0.8335
0011p00002BMZGn,1,0.7836
0011p00002BMZFq,0,0.4161
0011p00001X8TUN,1,0.8335
0011p00001XRree,1,0.5441
0011p00001XRiGY,0,0.2286
0011p00001ho1aT,0,0.3318
0011p00001XRqPV,0,0.2406
0011p00001XRlGG,0,0.2286
0011p00001ad7mN,1,0.8335
0011p00001kW3xY,0,0.2406
0011p00001acX6F,0,0.4161
0011p00001X8YyT,1,0.7836
0011p00001kVqk4,0,0.1766
0011p00001kW8Nn,0,0.3318
0011p00001afu1Q,0,0.2286
0011p00002bVyeF,0,0.2286
0011p00001kVSXZ,1,0.5441
0011p00001hnL1Y,1,0.5441
0011p00001uLLkF,1,0.7493
0011p00001uLAm8,0,0.2286
0011p00001uLErw,0,0.4161
0011p00002ORKC4,0,0.2286
0011p00001uLLKo,0,0.3318
0011p00001uLLwG,0,0.4902
0011p00001uKdJe,0,0.2286
0011p00002Seiwb,0,0.2286
0011p00002PZoB9,1,0.8335
0012400000ZwYAC,1,0.5542
0011p00002fEcgj,0,0.2286
0011p00002bWX0a,1,0.824
0011p00002PbAvK,0,0.2286
0011p00002Q4QvZ,0,0.2286
0011p00002Q4R7P,0,0.4161
0011p00002Q4R7V,0,0.3318
0011p00002Q4Q0A,1,0.5441
0011p00002Q4SkO,1,0.8335
0011p00002Q4QVD,0,0.1766
0011p00002Q4Qcb,0,0.2286
0011p00002Q4Qk9,1,0.8335
0011p00002Q4QkB,0,0.2286
0011p00002Q4RhJ,0,0.2286
0011p00002Q4RLm,0,0.4161
0011p00002Q4Q0U,0,0.3318
0011p00002Q4TBN,1,0.7493
0011p00002Q4TBW,0,0.2286
0011p00002Q4TME,0,0.4324
0011p00002Q4S0N,0,0.2286
0011p00002Q4RTf,1,0.6756
0011p00002Q4RTm,0,0.3318
0011p00002Q4Rww,0,0.3401
0011p00002Q4Rwy,0,0.2406
0011p00002Q4R2v,1,0.6607
0011p00002Q4R67,1,0.8335
0011p00002Q4TJ2,1,0.5441
0011p00002Q4SQV,0,0.2286
0011p00002Q4QOO,1,0.5275
0011p00002Q4Rph,0,0.3318
0011p00002Q4Qw7,0,0.2286
0011p00002Q4QwC,0,0.2286
0011p00002Q4QwF,1,0.5441
0011p00002Q4R9j,0,0.3318
0011p00002Q4REj,1,0.8335
0011p00002Q4RHI,0,0.2286
0011p00002Q4SfU,0,0.3318
0011p00002Q4T4I,0,0.3318
0011p00002Q4Rpu,1,0.5441
0011p00002Q4RD3,1,0.7493
0011p00002Q4PpF,0,0.4161
0011p00002Q4PpK,0,0.2286
0011p00002Q4Pw6,1,0.7836
0011p00002Q4Q13,1,0.6756
0011p00002Q4SLw,0,0.2286
0011p00002Q4SLy,0,0.3318
0011p00002Q4QVz,1,0.7616
0011p00002Q4QpV,1,0.8335
0011p00002Q4R3c,1,0.5441
0011p00002Q4PwL,1,0.7493
0011p00002Q4TCG,0,0.2286
0011p00002Q4SBA,0,0.4324
0011p00002Q4SMA,1,0.7493
0011p00002Q4SYx,0,0.2286
0011p00002Q4QBa,0,0.3318
0011p00002Q4QUT,0,0.3318
0011p00002Q4RAH,0,0.4161
0011p00002Q4RAI,0,0.2286
0011p00002Q4RKx,0,0.2286
0011p00002Q4PwZ,1,0.8335
0011p00002Q4Q4e,0,0.2286
0011p00002Q4SMM,0,0.4161
0011p00002Q4SXU,0,0.2286
0011p00002Q4Sn9,0,0.2286
0011p00002Q4SrZ,0,0.2286
0011p00002Q4Srd,1,0.8335
0011p00002Q4QRS,0,0.2286
0011p00002Q4QcB,0,0.1766
0011p00002Q4Qps,0,0.3171
0011p00002Q4Qrx,0,0.2286
0011p00002Q4Qwx,0,0.2286
0011p00002Q4RHq,0,0.2286
0011p00002Q4T58,0,0.1766
0011p00002Q4Qs7,0,0.4161
0011p00002Q4QvG,1,0.8335
0011p00002Q4Pww,1,0.8335
0011p00002Q4TKM,0,0.4161
0011p00002Q4SBh,0,0.2286
0011p00002Q4SMq,1,0.5542
0011p00002Q4T5V,1,0.8335
0011p00002Q4RPN,1,0.8335
0011p00002Q4RpA,0,0.4161
0011p00002Q4QsC,1,0.7493
0011p00002Q4RAt,0,0.2286
0011p00002Q4RAx,0,0.2286
0011p00002Q4RIC,1,0.5542
0011p00002Q4PiV,0,0.4161
0011p00002Q4PiZ,1,0.7493
0011p00002Q4Q7S,0,0.2286
0011p00002Q4SC1,1,0.8335
0011p00002Q4SN0,1,0.7493
0011p00002Q4SgZ,0,0.3171
0011p00002Q4SnX,0,0.3318
0011p00002Q4QKP,0,0.2286
0011p00002Q4QZ8,0,0.2286
0011p00002Q4RlR,1,0.5542
0011p00002Q4RlS,0,0.2286
0011p00002Q4RIK,0,0.2286
0011p00002Q4RIN,0,0.3318
0011p00002Q4Ph0,1,0.8335
0011p00002Q4T0J,1,0.7493
0011p00002Q4T0N,0,0.3171
0011p00002Q4RPu,0,0.2286
0011p00002Q4QSH,0,0.2286
0011p00002Q4R6X,0,0.2286
0011p00002Q4R9V,0,0.3318
0011p00002Q4PlD,1,0.5441
0011p00002Q4PlJ,0,0.2286
0011p00002Q4TMo,0,0.2286
0011p00002Q4TMp,0,0.2286
0011p00002Q4SEn,1,0.5275
0011p00002Q4SPh,0,0.4324
0011p00002Q4SfA,1,0.8335
0011p00002Q4SfJ,0,0.2286
0011p00002Q4SfK,0,0.2286
0011p00002Q4T0T,0,0.2406
0011p00002Q4RQA,0,0.2286
0011p00002Q4QZP,0,0.2286
0011p00002Q4RXT,1,0.7836
0011p00002Q4Rlu,1,0.5441
0011p00002Q4RtW,0,0.2286
0011p00002Q4Qsu,1,0.7493
0011p00002Q4TN2,0,0.2286
0011p00002Q4SjK,0,0.3318
0011p00002Q4Snx,0,0.4161
0011p00002Q4RQJ,1,0.8335
0011p00002Q4QtD,0,0.2286
0011p00002Q4QtF,0,0.2286
0011p00002Q4R0H,0,0.2286
0011p00002Q4Psy,0,0.2286
0011p00002Q4Pvv,0,0.2286
0011p00002Q4Q8X,1,0.8335
0011p00002Q4TFq,0,0.3318
0011p00002Q4TNE,0,0.2286
0011p00002Q4RzS,0,0.2286
0011p00002Q4RzT,0,0.3318
0011p00002Q4SPp,1,0.5275
0011p00002Q4SV8,1,0.5441
0011p00002Q4T11,1,0.5441
0011p00002Q4QcM,0,0.2286
0011p00002Q4R72,0,0.3318
0011p00002Q4Pm5,1,0.7493
0011p00002Q4TNR,0,0.2286
0011p00002SdJiM,1,0.6756
0011p00002Q4S6r,0,0.4161
0011p00002Q4Sv3,0,0.4161
0011p00002Q4RT1,0,0.4324
0011p00002Q4QFo,0,0.4161
0011p00002Q4QUx,0,0.4324
0011p00002Q4Qfp,0,0.2286
0011p00002Q4PmA,0,0.4161
0011p00002Q4PtH,0,0.4161
0011p00002Q4TGJ,1,0.6756
0011p00002Q4S7C,1,0.8335
0011p00002Q4QG6,1,0.8335
0011p00002Q4Qjv,1,0.5542
0011p00002Q4RaD,1,0.7616
0011p00002Q4RpJ,0,0.2643
0011p00002Q4RwC,1,0.7493
0011p00002Q4RwN,0,0.3318
0011p00002SeZ9r,0,0.2286
0011p00002SeW6K,0,0.2286
0011p00002SeVrt,0,0.2286
0011p00002SeZqf,0,0.2286
0011p00002SeZqj,0,0.2406
0011p00002SeUzu,1,0.7493
0011p00002SeZDJ,0,0.2286
0011p00002SeV9C,0,0.2286
0011p00002SeVXf,0,0.4161
0011p00002SeYe5,0,0.4324
0011p00002SeYqM,0,0.2286
0011p00002SeWFv,1,0.7493
0011p00002SeZhX,0,0.2286
0011p00002SeZsI,0,0.2406
0011p00002SeaOm,0,0.2406
0011p00002SeV6u,0,0.2286
0011p00002SeV6v,0,0.2286
0011p00002SeVKR,0,0.4634
0011p00002SeZhp,1,0.7616
0011p00002SeSlT,0,0.2406
0011p00002SeZLT,0,0.4161
0011p00002SeaPR,0,0.2286
0011p00002SeYoH,0,0.2286
0011p00002SeYqw,0,0.2286
0011p00002SeXUT,0,0.4161
0011p00002SeYXT,0,0.2286
0011p00002SeYXW,0,0.2286
0011p00002SeT4H,0,0.2286
0011p00002SeXUc,1,0.5542
0011p00002SeVuh,0,0.2286
0011p00002SeVzX,0,0.2286
0011p00002SeZiG,0,0.4161
0011p00002SeaON,0,0.4161
0011p00002SeVy3,0,0.2286
0011p00002Sea8p,0,0.4161
0011p00002SeVYq,0,0.2286
0011p00002SeVzV,0,0.2286
0011p00002SeWEJ,0,0.3318
0011p00002SeZ19,1,0.5706
0011p00002SeZ9J,0,0.2286
0011p00002SeZ9K,0,0.2286
0011p00002SeYd8,1,0.8335
0011p00002SeaBJ,0,0.3318
0011p00002SeSwW,0,0.2286
0011p00002SeSwg,0,0.2286
0011p00002SeZKP,0,0.2286
0011p00002SeZgx,0,0.2286
0011p00002SeVXH,0,0.4324
0011p00002SeVZ8,0,0.4161
0011p00002SeWNx,0,0.2406
0011p00002Q3Yeq,0,0.4161
0011p00002SeXvb,1,0.7493
0011p00002SeXve,0,0.2286
0011p00002SeUkW,0,0.2286
0011p00002SeRWa,0,0.2286
0011p00002SeXfo,0,0.2286
0011p00002SeXwK,1,0.6756
0011p00002SeUkY,0,0.2286
0011p00002SeXhF,0,0.3318
0011p00002SeSOz,0,0.1766
0011p00002SeX8O,0,0.2286
0011p00002SeWVL,0,0.2286
0011p00002SeYJZ,0,0.2286
0011p00002SeUjb,0,0.2286
0011p00002SeWoE,0,0.2286
0011p00002SeYEn,0,0.2286
0011p00002SeXF8,0,0.2286
0011p00002SeULZ,0,0.4161
0011p00002SeUif,0,0.4161
0011p00002SeURk,0,0.2286
0011p00002SeUip,1,0.7836
0011p00002SeWyR,0,0.2286
0011p00002SeWUm,0,0.2406
0011p00002SeSAU,0,0.4161
0011p00002SeWiV,0,0.4161
0011p00002SeX6D,0,0.4161
0011p00002SeY2R,1,0.8335
0011p00002SeY2T,0,0.2286
0011p00002SeXgR,0,0.4324
0011p00002SeUbb,0,0.2406
0011p00002SeWWH,0,0.2286
0011p00002SeXNU,0,0.2286
0011p00002Q4NIa,1,0.8335
0011p00002Q4NIg,1,0.8335
0011p00002Q4NUm,0,0.3318
0011p00002Q4NYF,0,0.3318
0011p00002Q4NYM,0,0.2286
0011p00002Q4P15,0,0.3318
0011p00002Q4P91,1,0.7616
0011p00002Q4P95,1,0.7493
0011p00002Q4MU1,0,0.2286
0011p00002Q4MnC,0,0.2286
0011p00002Q4Mut,0,0.4161
0011p00002Q4LhE,0,0.2643
0011p00002Q4KrX,0,0.2286
0011p00002Q4Lf7,1,0.8335
0011p00002Q4Kw0,0,0.2286
0011p00002Q4Ob6,0,0.2286
0011p00002Q4Odi,0,0.2286
0011p00002Q4NIv,0,0.4161
0011p00002Q4NdX,0,0.2286
0011p00002Q4L2m,0,0.2286
0011p00002Q4P5H,0,0.2286
0011p00002Q4PXQ,1,0.6837
0011p00002Q4MU6,0,0.2286
0011p00002Q4Mcr,0,0.2286
0011p00002Q4Mhv,1,0.8335
0011p00002Q4Mv0,0,0.3318
0011p00002Q4OgY,1,0.7493
0011p00002Q4NDq,1,0.7493
0011p00002Q4Nbl,0,0.2286
0011p00002Q4NhH,0,0.2286
0011p00002Q4NkT,0,0.2286
0011p00002Q4Pap,0,0.2286
0011p00002Q4Mhz,1,0.8335
0011p00002Q4MlJ,1,0.5706
0011p00002Q4MvJ,0,0.4324
0011p00002Q4LaE,1,0.5441
0011p00002Q4LNG,1,0.824
0011p00002Q4Ojw,0,0.2286
0011p00002Q4NYh,0,0.4324
0011p00002Q4MvN,0,0.3318
0011p00002Q4Mzl,0,0.2286
0011p00002Q4N5X,0,0.3318
0011p00002Q4Kw7,0,0.2286
0011p00002Q4Kwo,1,0.5542
0011p00002Q4Ogi,0,0.4161
0011p00002Q4Ogl,0,0.3318
0011p00002Q4Ohi,0,0.4161
0011p00002Q4Ok2,0,0.2286
0011p00002Q4NQl,0,0.4161
0011p00002Q4NQo,0,0.2286
0011p00002Q4NYp,0,0.3318
0011p00002Q4PBQ,1,0.7493
0011p00002Q4LXe,0,0.2286
0011p00002Q4Kvr,0,0.3318
0011p00002Q4N8q,0,0.1865
0011p00002Q4On4,0,0.3318
0011p00002Q4OnZ,0,0.3318
0011p00002Q4NE9,1,0.5441
0011p00002Q4NLh,0,0.3318
0011p00002Q4NY0,0,0.3171
0011p00002Q4NYB,0,0.4161
0011p00002Q4L8m,0,0.2286
0011p00002Q4L3u,0,0.2286
0011p00002Q4Nhj,0,0.4735
0011p00002Q4NpR,0,0.2286
0011p00002Q4MiV,0,0.2286
0011p00002Q4MiW,0,0.4161
0011p00002Q4MqD,0,0.2406
0011p00002Q4N02,0,0.3318
0011p00002Q4Kwu,1,0.5542
0011p00002Q4LJ1,0,0.3318
0011p00002Q4Ore,1,0.5542
0011p00002Q4NET,0,0.2286
0011p00002Q4L9x,0,0.2286
0011p00002Q4PHu,0,0.2286
0011p00002Q4Mdb,0,0.2286
0011p00002Q4Miq,1,0.7493
0011p00002Q4N0N,0,0.3171
0011p00002Q4Kwj,1,0.5542
0011p00002Q4Kwk,0,0.2286
0011p00002Q4N9A,0,0.2286
0011p00002Q4LPK,0,0.2286
0011p00002Q4Orh,1,0.8335
0011p00002Q4Oto,0,0.4161
0011p00002Q4Ouw,1,0.824
0011p00002Q4NEW,0,0.2286
0011p00002Q4NM6,0,0.2286
0011p00002Q4NXX,0,0.2286
0011p00002Q4PJ7,1,0.8335
0011p00002Q4PHd,0,0.3318
0011p00002Q4MUb,1,0.8335
0011p00002Q4Mdn,0,0.2286
0011p00002Q4MwA,0,0.2286
0011p00002Q4N0R,0,0.3318
0011p00002Q4N0Z,1,0.8335
0011p00002Q4N0a,0,0.4161
0011p00002Q4LU8,1,0.8335
0011p00002Q4LK5,0,0.3318
0011p00002Q4OqH,1,0.5441
0011p00002Q4OxG,0,0.2286
0011p00002Q4NME,1,0.5441
0011p00002Q4MUe,0,0.2286
0011p00002Q4MYs,0,0.2286
0011p00002Q4Mds,0,0.2286
0011p00002Q4N0s,0,0.3318
0011p00002Q4LPz,0,0.2286
0011p00002Q4LQ1,1,0.7836
0011p00002Q4Nkx,0,0.2286
0011p00002Q4NqB,0,0.2286
0011p00002Q4PPE,1,0.824
0011p00002Q4PPK,1,0.6756
0011p00002Q4MYw,0,0.3171
0011p00002Q4MZ4,0,0.3318
0011p00002Q4MuM,0,0.4161
0011p00002Q4LUZ,0,0.3318
0011p00002Q4Ky4,0,0.2286
0011p00002Q4LKY,0,0.2286
0011p00002Q4P4U,1,0.7493
0011p00002Q4NHM,0,0.2286
0011p00002Q4NHR,0,0.2286
0011p00002Q4NMk,1,0.5441
0011p00002Q4NTv,1,0.5542
0011p00002Q4NcL,1,0.5441
0011p00002Q4L6j,0,0.2286
0011p00002Q4MUo,1,0.5441
0011p00002Q4MUp,1,0.5441
0011p00002Q4Mlu,1,0.8335
0011p00002Q4MrD,0,0.2286
0011p00002Q4MrE,0,0.2286
0011p00002Q4KoO,0,0.2286
0011p00002Q4LFr,0,0.2286
0011p00002Q4LKq,0,0.2286
0011p00002Q4OyQ,0,0.2286
0011p00002Q4ND3,0,0.3318
0011p00002Q4NHi,0,0.4161
0011p00002Q4LBg,1,0.824
0011p00002Q4NlH,1,0.8335
0011p00002Q4Nqe,1,0.8335
0011p00002Q4Nqf,0,0.3318
0011p00002Q4PXh,0,0.2286
0011p00002Q4MeS,0,0.3318
0011p00002Q4MrJ,1,0.5275
0011p00002Q4KpA,1,0.8335
