Account_ID,Class_Predicted,Class1_Prob
0011p00001Sh8xM,1,0.8137
0011p00002SelRl,0,0.0188
0011p00002SekkT,0,0.4252
0011p00002Selpr,0,0.0771
0011p00002SejEv,1,0.5085
0011p00002SelQ3,0,0.0196
0011p00002SelT3,0,0.1388
0011p00002Seldc,0,0.2207
0011p00002Sejtf,0,0.4162
0011p00002Sekll,0,0.2498
0011p00002SekpP,0,0.0828
0011p00002Sejfk,0,0.1829
0011p00002SejC6,0,0.067
0011p00002Seiii,0,0.3244
0011p00002SejuI,0,0.0121
0011p00002SekoO,0,0.2389
0011p00002SeleC,0,0.1673
0011p00002Seiir,0,0.2275
0011p00002SelQc,0,0.2672
0011p00002SejgE,1,0.5528
0011p00002SekGS,0,0.2673
0011p00002SeleU,0,0.0126
0011p00002SelR0,0,0.065
0011p00002SelbQ,0,0.0349
0011p00002SemhB,0,0.0097
0011p00002Semas,0,0.2611
0011p00002SemcI,0,0.0219
0011p00002SelLl,0,0.0657
0011p00002Sejrg,0,0.0124
0011p00002Sejsv,0,0.0055
0011p00002SelXm,0,0.0852
0011p00002SekZE,0,0.049
0011p00002SeksY,0,0.0306
0011p00002SejY2,0,0.0064
0011p00002SelYD,0,0.1893
0011p00002Selmu,0,0.0167
0011p00002SejYN,0,0.0155
0011p00002SelnI,0,0.0712
0011p00002SeikM,0,0.0569
0011p00002SekaF,0,0.0377
0011p00002SektQ,1,0.9589
0011p00002Sek5Z,0,0.0327
0011p00002SelNt,0,0.3033
0011p00002SelCz,1,0.6346
0011p00002SejG7,0,0.0183
0011p00002SejAK,0,0.0264
0011p00002Sejjo,0,0.0349
0011p00002SelyG,0,0.0142
0011p00002SelEy,0,0.0303
0011p00002SeioH,0,0.3014
0011p00002W9KvR,0,0.1841
0011p00002SemGd,1,0.5189
0011p00002SekcD,0,0.0256
0011p00002Sekpo,0,0.1234
0011p00002SemEz,0,0.0064
0011p00002SekOG,0,0.4126
0011p00002SelhF,0,0.0053
0011p00002SejRz,0,0.2412
0011p00002Sel7V,0,0.017
0011p00002SekqC,0,0.1443
0011p00002SemE0,0,0.1724
0011p00002SekbN,0,0.0206
0011p00002Sekqm,0,0.0214
0011p00002SemNR,0,0.0699
0011p00002SeliF,0,0.0327
0011p00002Sej3c,0,0.0103
0011p00002Sem9J,0,0.0269
0011p00002Sem9W,0,0.0313
0011p00002SemJf,0,0.0116
0011p00002SelvC,0,0.0148
0011p00002SemGx,0,0.0182
0011p00002SemQa,0,0.003
0011p00002SemRb,0,0.1278
0011p00002SekBb,1,0.5756
0011p00002SekRa,0,0.0766
0011p00002SekBu,0,0.0719
0011p00002Sek9m,0,0.0063
0011p00002Sejxk,0,0.0654
0011p00002Sek7K,0,0.0124
0011p00002SekSY,0,0.0235
0011p00002SemSe,0,0.1084
0011p00002SejQt,1,0.6015
0011p00002dNAqZ,0,0.0018
0011p00002dLZul,0,0.0132
0011p00002SeSfg,0,0.21
0011p00002SeUJA,0,0.0205
0011p00002SeUJB,0,0.0603
0011p00002SeSbd,0,0.0598
0011p00002SeSbr,0,0.0106
0011p00002SeSzM,0,0.0688
0011p00002SeSez,1,0.7894
0011p00001ShAWc,0,0.0788
00124000009xD1G,0,0.0635
0012400000F3ZDg,0,0.0264
0012400000BOUIR,0,0.037
0011p00002SepbS,0,0.0338
0011p00001o5bNJ,0,0.3885
0012400000GVBET,0,0.4427
0012400000IcfH1,0,0.2745
0012400000UdCMm,0,0.0176
0012400000fshrd,0,0.072
0012400000GWA00,0,0.166
0012400000KiJo4,1,0.9052
0011p00001hoqiX,0,0.3499
0011p00001uKeLR,1,0.8075
0012400000gO4lT,0,0.0679
0012400000DnRwJ,1,0.954
0012400000UdO0J,0,0.0214
0011p00001uJ8Oe,0,0.4376
0012400000bp6s9,0,0.013
0012400000conqI,1,0.5044
0012400000bpuhL,0,0.1437
0011p00002M6CoN,1,0.9104
0011p00001SgcWW,0,0.19
0012400000bUkuw,0,0.0288
0012400000fFlJP,0,0.4342
0012400000fF7jH,1,0.7944
0012400000el5Ic,0,0.1736
0012400000fFnbj,0,0.0056
0012400000frNBM,0,0.0559
0012400000fFlIt,0,0.0324
0011p00001hmskD,0,0.1188
0012400000elKGW,0,0.2729
0012400000TzwXS,0,0.1824
0012400001JLCFz,0,0.0712
0012400000gzLUF,0,0.1727
0012400000WAjzc,0,0.3548
0012400000dIEYr,0,0.2256
0011p00001kWWrT,1,0.8835
0012400001KcCjC,0,0.0381
0012400001JLkdh,0,0.0129
0011p000020FY41,0,0.1028
0012400001Kc84S,0,0.3438
0012400000rt2Sp,0,0.0867
0012400001JKzKp,0,0.1555
00124000014nQrK,0,0.3729
0011p00002FwHlf,0,0.0429
0011p00001SgcLd,0,0.3063
0011p00002ab6sq,0,0.0018
0011p00001SgdU9,0,0.3346
0011p00001SgcZa,1,0.7974
0012400001JKBfl,0,0.0426
0012400001JKBfz,0,0.0201
0012400001JKBg9,0,0.1797
0012400001JKBgL,0,0.0511
0012400001JKBgP,0,0.058
0012400001JKBeI,0,0.4647
0012400001PK60I,0,0.0619
0011p00002JtNRn,0,0.0429
0012400000gRKhv,0,0.0217
0011p00002HiZy0,0,0.069
0011p00002HfiOf,0,0.3538
0011p00001SgR9B,0,0.0222
0011p00001yJhJ0,1,0.7797
0011p00002bXM6Q,0,0.0103
0011p00002OTd99,1,0.5144
0011p00001Sgdwm,0,0.2683
0011p00001SgdUY,0,0.0391
0011p00001SgdWZ,0,0.1516
0011p00002dMFMN,0,0.4182
0011p00001SgSic,0,0.007
0011p00001SgdTz,1,0.7428
0012400000k0hzo,0,0.0987
0011p00002IYSSc,0,0.2189
0011p00001SgdXc,0,0.1151
0011p00001SfMET,1,0.5882
0011p00001SgdT1,0,0.0598
0011p00001Sg0yo,0,0.1556
0012400000WATXd,0,0.0233
0011p00001SgEPF,0,0.0067
0011p00001Sg6VS,0,0.0131
0011p00001Sf5G1,0,0.0144
0012400000pwIDQ,0,0.0331
0012400000qBUTo,0,0.0057
0012400000mq3bb,0,0.031
0012400000qBSmq,0,0.1047
0012400000qB40Y,0,0.0521
0012400000qBR6h,0,0.0664
0011p00002HhfFg,1,0.5438
0012400000qfW7S,0,0.0674
0012400000qBRG2,0,0.3858
0011p00001eBOHv,0,0.0953
0011p00001o7eFF,0,0.1452
0011p00001UUTV4,0,0.0122
0011p00001UUU73,0,0.0636
0011p00001UUPUO,0,0.0887
0011p00001UUPeO,0,0.3821
0011p00001UUPMo,0,0.2569
0011p00001UUPOa,0,0.0452
0011p00001yLNMH,0,0.1072
0011p00001UVp4D,0,0.0757
0011p00001yLHL4,0,0.0441
0011p00001UT2c3,0,0.2611
0011p00001USyiz,0,0.0223
0011p00002BMXNg,0,0.0067
0011p00002BMXNh,0,0.1999
0012400000cpbw7,0,0.1307
0011p00001UTqmx,0,0.1142
0011p00001UT8ti,0,0.2189
0011p00001uLB5K,0,0.1785
0011p00001SgZ1Q,0,0.1251
0011p00001UTNPu,0,0.294
0011p00001UTtOn,1,0.5283
0011p00001o5NGH,0,0.3826
0011p00002SfBBt,0,0.2822
0011p00001XRd3e,0,0.2511
0011p000029ViN9,1,0.725
0011p0000229MLn,0,0.1681
0011p00001UUuJW,0,0.0644
0011p00002dJyg8,0,0.0544
0011p00001UWP1P,0,0.1181
0011p00002BMYvQ,0,0.1437
0011p00002BMYuc,0,0.0298
0011p00002BMYvV,0,0.1172
0011p00002BMYvW,0,0.0563
0011p00002BMYvi,0,0.0111
0011p00002BMYw3,0,0.0065
0011p00002BMaQB,0,0.0139
0011p00002BMYwC,0,0.0339
0011p00002BMYwu,0,0.117
0011p00002WC05U,0,0.0104
0011p00001uLLcG,0,0.0044
0011p00001UUu7G,0,0.1429
0012400000zXwyf,0,0.0546
0012400000zXsnX,0,0.0491
001240000132NzH,0,0.0208
0012400000zavv6,0,0.0128
0012400000zavv8,0,0.0852
0012400000zavvA,0,0.498
0012400000zavvF,0,0.0299
0012400000zavvK,0,0.1813
0012400000zavvY,0,0.49
0012400000zavvb,1,0.9275
0011p00001UT2cU,0,0.3703
0012400000z6DzU,0,0.0405
0012400000zavt6,0,0.0455
0012400000zavtN,0,0.0472
0012400000zavtO,0,0.0249
0012400000zavto,0,0.0194
0012400000zavtq,0,0.002
0012400000zavu7,0,0.048
0012400000zavu9,0,0.0308
0012400000zavuC,1,0.8867
0012400000zavug,0,0.0206
00124000013tHUG,0,0.1223
0011p00002DngVD,1,0.8114
00124000016p5jw,0,0.0027
0011p00002SeiqS,0,0.3007
00124000013mnjW,0,0.0121
00124000011NbIE,0,0.0743
00124000011Nndv,0,0.0073
00124000010qWau,0,0.1408
0011p00002Seiui,0,0.0009
0011p00002HfiK4,0,0.2258
0011p00002HfiXm,0,0.0598
0011p00002Hfjkw,0,0.2078
0011p00001UUJyz,0,0.0987
0011p00002HN4zP,0,0.031
0011p00002HN3Dv,0,0.0162
0011p00002HgUHO,0,0.3897
0012400001IUhqJ,0,0.0926
0012400000XxBPf,1,0.6889
0011p00001aeavP,0,0.0233
00124000018rT6o,0,0.1621
0012400000lXhM6,0,0.1519
0011p000029UeTT,0,0.169
0011p00001UTnhP,0,0.0005
0012400001CiJUd,0,0.4518
0012400000cokXY,0,0.4082
0011p00002Hh6Lz,0,0.4198
0011p00001hnfHZ,1,0.7143
0011p00002JtTwd,0,0.0211
0011p00001o9CC6,1,0.6107
0011p00002OTa4y,0,0.3237
0011p00002ORiaL,0,0.0028
0011p00001adp3F,0,0.0145
0011p000029Wpam,1,0.6881
0011p000029WpXm,0,0.051
0011p000029WpXq,0,0.1544
0011p000029WpXv,0,0.3273
0011p000029Vjkb,0,0.0079
0011p000029WpcC,0,0.1882
0011p000029WpcI,0,0.1575
0011p000029Wpcb,0,0.0674
0011p000029Wpcc,0,0.0698
0011p000029WpZX,0,0.0388
0011p000029WpZj,0,0.0488
0011p00002BMXSA,0,0.2291
0011p00002BMXOg,0,0.0173
0011p00002ORzio,0,0.0346
0011p000029VjNX,0,0.0396
0011p000029W1hB,0,0.4195
0011p000029V7C4,0,0.0448
0011p000029V1BU,0,0.1878
0011p00002OTdGj,0,0.0492
0011p00002BMZEl,0,0.337
0011p000029Vjd6,0,0.0024
0011p00002BMZGf,0,0.0931
0011p00002BMZGn,0,0.2185
0011p00002BMZFq,0,0.0275
0011p00001X8TUN,0,0.2534
0011p00001XRree,1,0.6353
0011p00001XRiGY,0,0.0231
0011p00001ho1aT,0,0.0902
0011p00001XRqPV,0,0.0221
0011p00001XRlGG,0,0.0336
0011p00001ad7mN,0,0.2335
0011p00001kW3xY,0,0.2083
0011p00001acX6F,0,0.2527
0011p00001X8YyT,0,0.0521
0011p00001kVqk4,0,0.0152
0011p00001kW8Nn,0,0.1606
0011p00001afu1Q,0,0.0151
0011p00002bVyeF,0,0.0978
0011p00001kVSXZ,0,0.0501
0011p00001hnL1Y,1,0.8336
0011p00001uLLkF,1,0.9958
0011p00001uLAm8,1,0.8172
0011p00001uLErw,0,0.0603
0011p00002ORKC4,0,0.006
0011p00001uLLKo,0,0.0207
0011p00001uLLwG,0,0.0359
0011p00001uKdJe,0,0.3063
0011p00002Seiwb,0,0.0103
0011p00002PZoB9,1,0.8835
0012400000ZwYAC,0,0.0309
0011p00002fEcgj,0,0.2036
0011p00002bWX0a,1,0.6919
0011p00002PbAvK,0,0.0069
0011p00002Q4QvZ,0,0.0526
0011p00002Q4R7P,0,0.4538
0011p00002Q4R7V,0,0.3869
0011p00002Q4Q0A,0,0.2854
0011p00002Q4SkO,0,0.4841
0011p00002Q4QVD,0,0.4323
0011p00002Q4Qcb,0,0.083
0011p00002Q4Qk9,1,0.5716
0011p00002Q4QkB,0,0.0205
0011p00002Q4RhJ,0,0.1254
0011p00002Q4RLm,0,0.0473
0011p00002Q4Q0U,0,0.3407
0011p00002Q4TBN,0,0.2378
0011p00002Q4TBW,0,0.1179
0011p00002Q4TME,0,0.0088
0011p00002Q4S0N,0,0.3707
0011p00002Q4RTf,0,0.3174
0011p00002Q4RTm,0,0.1297
0011p00002Q4Rww,0,0.0492
0011p00002Q4Rwy,0,0.0052
0011p00002Q4R2v,0,0.4979
0011p00002Q4R67,1,0.5344
0011p00002Q4TJ2,0,0.0857
0011p00002Q4SQV,0,0.044
0011p00002Q4QOO,0,0.07
0011p00002Q4Rph,0,0.0666
0011p00002Q4Qw7,1,0.5357
0011p00002Q4QwC,0,0.0442
0011p00002Q4QwF,0,0.0973
0011p00002Q4R9j,0,0.1081
0011p00002Q4REj,0,0.4679
0011p00002Q4RHI,0,0.0179
0011p00002Q4SfU,0,0.0934
0011p00002Q4T4I,0,0.1716
0011p00002Q4Rpu,0,0.2028
0011p00002Q4RD3,0,0.0901
0011p00002Q4PpF,0,0.0977
0011p00002Q4PpK,0,0.04
0011p00002Q4Pw6,1,0.5011
0011p00002Q4Q13,0,0.3869
0011p00002Q4SLw,0,0.014
0011p00002Q4SLy,0,0.0307
0011p00002Q4QVz,0,0.4089
0011p00002Q4QpV,1,0.9104
0011p00002Q4R3c,1,0.588
0011p00002Q4PwL,0,0.2451
0011p00002Q4TCG,0,0.0365
0011p00002Q4SBA,0,0.1255
0011p00002Q4SMA,1,0.7598
0011p00002Q4SYx,0,0.1746
0011p00002Q4QBa,0,0.2386
0011p00002Q4QUT,0,0.356
0011p00002Q4RAH,0,0.4552
0011p00002Q4RAI,0,0.0582
0011p00002Q4RKx,0,0.0444
0011p00002Q4PwZ,0,0.2905
0011p00002Q4Q4e,0,0.2714
0011p00002Q4SMM,0,0.0856
0011p00002Q4SXU,0,0.0175
0011p00002Q4Sn9,0,0.0264
0011p00002Q4SrZ,0,0.1783
0011p00002Q4Srd,1,0.513
0011p00002Q4QRS,0,0.0832
0011p00002Q4QcB,0,0.0537
0011p00002Q4Qps,0,0.2486
0011p00002Q4Qrx,0,0.0821
0011p00002Q4Qwx,0,0.033
0011p00002Q4RHq,0,0.0987
0011p00002Q4T58,0,0.029
0011p00002Q4Qs7,0,0.1874
0011p00002Q4QvG,0,0.102
0011p00002Q4Pww,1,0.7563
0011p00002Q4TKM,0,0.0172
0011p00002Q4SBh,0,0.0096
0011p00002Q4SMq,1,0.6066
0011p00002Q4T5V,0,0.1635
0011p00002Q4RPN,0,0.0734
0011p00002Q4RpA,0,0.0797
0011p00002Q4QsC,0,0.0126
0011p00002Q4RAt,0,0.004
0011p00002Q4RAx,0,0.0077
0011p00002Q4RIC,0,0.009
0011p00002Q4PiV,0,0.0111
0011p00002Q4PiZ,0,0.0852
0011p00002Q4Q7S,0,0.0269
0011p00002Q4SC1,1,0.7985
0011p00002Q4SN0,1,0.664
0011p00002Q4SgZ,1,0.5371
0011p00002Q4SnX,0,0.0158
0011p00002Q4QKP,0,0.3243
0011p00002Q4QZ8,0,0.0037
0011p00002Q4RlR,0,0.0513
0011p00002Q4RlS,0,0.0482
0011p00002Q4RIK,0,0.0343
0011p00002Q4RIN,0,0.0418
0011p00002Q4Ph0,1,0.9237
0011p00002Q4T0J,0,0.374
0011p00002Q4T0N,0,0.1416
0011p00002Q4RPu,0,0.0111
0011p00002Q4QSH,0,0.2021
0011p00002Q4R6X,0,0.1202
0011p00002Q4R9V,1,0.7241
0011p00002Q4PlD,1,0.5182
0011p00002Q4PlJ,0,0.0319
0011p00002Q4TMo,0,0.0041
0011p00002Q4TMp,0,0.0228
0011p00002Q4SEn,1,0.692
0011p00002Q4SPh,0,0.1158
0011p00002Q4SfA,1,0.5451
0011p00002Q4SfJ,0,0.0424
0011p00002Q4SfK,1,0.511
0011p00002Q4T0T,0,0.0115
0011p00002Q4RQA,0,0.0278
0011p00002Q4QZP,0,0.1294
0011p00002Q4RXT,1,0.5664
0011p00002Q4Rlu,1,0.6141
0011p00002Q4RtW,0,0.4114
0011p00002Q4Qsu,0,0.0741
0011p00002Q4TN2,0,0.0064
0011p00002Q4SjK,0,0.1642
0011p00002Q4Snx,0,0.1768
0011p00002Q4RQJ,1,0.7996
0011p00002Q4QtD,0,0.0073
0011p00002Q4QtF,0,0.0726
0011p00002Q4R0H,0,0.062
0011p00002Q4Psy,0,0.0591
0011p00002Q4Pvv,0,0.0107
0011p00002Q4Q8X,0,0.2336
0011p00002Q4TFq,1,0.8255
0011p00002Q4TNE,0,0.0454
0011p00002Q4RzS,0,0.0236
0011p00002Q4RzT,1,0.6052
0011p00002Q4SPp,0,0.4888
0011p00002Q4SV8,1,0.5984
0011p00002Q4T11,0,0.3831
0011p00002Q4QcM,0,0.0786
0011p00002Q4R72,0,0.2046
0011p00002Q4Pm5,1,0.5165
0011p00002Q4TNR,0,0.1504
0011p00002SdJiM,0,0.1282
0011p00002Q4S6r,0,0.4363
0011p00002Q4Sv3,0,0.05
0011p00002Q4RT1,0,0.1375
0011p00002Q4QFo,0,0.0039
0011p00002Q4QUx,0,0.3639
0011p00002Q4Qfp,0,0.0249
0011p00002Q4PmA,0,0.1329
0011p00002Q4PtH,0,0.3649
0011p00002Q4TGJ,0,0.0044
0011p00002Q4S7C,0,0.2096
0011p00002Q4QG6,0,0.1413
0011p00002Q4Qjv,0,0.0292
0011p00002Q4RaD,0,0.0753
0011p00002Q4RpJ,0,0.2407
0011p00002Q4RwC,0,0.1195
0011p00002Q4RwN,1,0.6296
0011p00002SeZ9r,0,0.0119
0011p00002SeW6K,0,0.0124
0011p00002SeVrt,0,0.253
0011p00002SeZqf,0,0.2135
0011p00002SeZqj,0,0.0928
0011p00002SeUzu,1,0.6186
0011p00002SeZDJ,0,0.2249
0011p00002SeV9C,0,0.0285
0011p00002SeVXf,0,0.1762
0011p00002SeYe5,0,0.1079
0011p00002SeYqM,0,0.1368
0011p00002SeWFv,0,0.3941
0011p00002SeZhX,0,0.0667
0011p00002SeZsI,0,0.002
0011p00002SeaOm,0,0.0551
0011p00002SeV6u,0,0.0352
0011p00002SeV6v,0,0.017
0011p00002SeVKR,1,0.7002
0011p00002SeZhp,0,0.1508
0011p00002SeSlT,0,0.3374
0011p00002SeZLT,0,0.2797
0011p00002SeaPR,0,0.1135
0011p00002SeYoH,0,0.0519
0011p00002SeYqw,0,0.0126
0011p00002SeXUT,0,0.0496
0011p00002SeYXT,0,0.0404
0011p00002SeYXW,0,0.0309
0011p00002SeT4H,0,0.0832
0011p00002SeXUc,0,0.0649
0011p00002SeVuh,0,0.0406
0011p00002SeVzX,0,0.0269
0011p00002SeZiG,0,0.3393
0011p00002SeaON,0,0.2412
0011p00002SeVy3,0,0.0458
0011p00002Sea8p,0,0.0812
0011p00002SeVYq,0,0.0585
0011p00002SeVzV,0,0.0905
0011p00002SeWEJ,0,0.2079
0011p00002SeZ19,0,0.1003
0011p00002SeZ9J,0,0.0024
0011p00002SeZ9K,0,0.0094
0011p00002SeYd8,0,0.1498
0011p00002SeaBJ,0,0.1422
0011p00002SeSwW,0,0.2323
0011p00002SeSwg,0,0.0473
0011p00002SeZKP,0,0.0224
0011p00002SeZgx,0,0.0485
0011p00002SeVXH,1,0.6579
0011p00002SeVZ8,0,0.0424
0011p00002SeWNx,0,0.0184
0011p00002Q3Yeq,1,0.848
0011p00002SeXvb,0,0.0642
0011p00002SeXve,0,0.1338
0011p00002SeUkW,0,0.0198
0011p00002SeRWa,0,0.0181
0011p00002SeXfo,0,0.0089
0011p00002SeXwK,0,0.3042
0011p00002SeUkY,0,0.0555
0011p00002SeXhF,0,0.0641
0011p00002SeSOz,0,0.0026
0011p00002SeX8O,1,0.7524
0011p00002SeWVL,0,0.0407
0011p00002SeYJZ,0,0.0105
0011p00002SeUjb,0,0.0377
0011p00002SeWoE,0,0.0353
0011p00002SeYEn,0,0.0163
0011p00002SeXF8,0,0.0101
0011p00002SeULZ,0,0.1255
0011p00002SeUif,0,0.1405
0011p00002SeURk,0,0.0726
0011p00002SeUip,0,0.2188
0011p00002SeWyR,0,0.0011
0011p00002SeWUm,0,0.1409
0011p00002SeSAU,0,0.1497
0011p00002SeWiV,0,0.0291
0011p00002SeX6D,0,0.1348
0011p00002SeY2R,0,0.3726
0011p00002SeY2T,0,0.3402
0011p00002SeXgR,0,0.2097
0011p00002SeUbb,0,0.0542
0011p00002SeWWH,0,0.3341
0011p00002SeXNU,0,0.059
0011p00002Q4NIa,0,0.3757
0011p00002Q4NIg,1,0.8073
0011p00002Q4NUm,0,0.0811
0011p00002Q4NYF,0,0.4101
0011p00002Q4NYM,0,0.0351
0011p00002Q4P15,0,0.0232
0011p00002Q4P91,1,0.7057
0011p00002Q4P95,0,0.319
0011p00002Q4MU1,0,0.1334
0011p00002Q4MnC,0,0.094
0011p00002Q4Mut,1,0.9104
0011p00002Q4LhE,0,0.024
0011p00002Q4KrX,0,0.0082
0011p00002Q4Lf7,0,0.324
0011p00002Q4Kw0,0,0.2272
0011p00002Q4Ob6,0,0.0513
0011p00002Q4Odi,0,0.0092
0011p00002Q4NIv,0,0.1254
0011p00002Q4NdX,0,0.0104
0011p00002Q4L2m,0,0.071
0011p00002Q4P5H,0,0.1796
0011p00002Q4PXQ,0,0.4162
0011p00002Q4MU6,0,0.056
0011p00002Q4Mcr,0,0.2067
0011p00002Q4Mhv,0,0.2563
0011p00002Q4Mv0,1,0.5571
0011p00002Q4OgY,1,0.5174
0011p00002Q4NDq,1,0.5567
0011p00002Q4Nbl,0,0.0101
0011p00002Q4NhH,0,0.0625
0011p00002Q4NkT,0,0.0534
0011p00002Q4Pap,0,0.0353
0011p00002Q4Mhz,0,0.0476
0011p00002Q4MlJ,0,0.3838
0011p00002Q4MvJ,0,0.1662
0011p00002Q4LaE,0,0.1126
0011p00002Q4LNG,0,0.0211
0011p00002Q4Ojw,0,0.0089
0011p00002Q4NYh,0,0.2341
0011p00002Q4MvN,0,0.2763
0011p00002Q4Mzl,0,0.0246
0011p00002Q4N5X,0,0.0375
0011p00002Q4Kw7,0,0.0037
0011p00002Q4Kwo,0,0.187
0011p00002Q4Ogi,0,0.0266
0011p00002Q4Ogl,0,0.3842
0011p00002Q4Ohi,0,0.0412
0011p00002Q4Ok2,0,0.0166
0011p00002Q4NQl,0,0.0115
0011p00002Q4NQo,0,0.1585
0011p00002Q4NYp,0,0.1004
0011p00002Q4PBQ,0,0.1149
0011p00002Q4LXe,0,0.0283
0011p00002Q4Kvr,0,0.0157
0011p00002Q4N8q,0,0.0268
0011p00002Q4On4,0,0.058
0011p00002Q4OnZ,0,0.2078
0011p00002Q4NE9,1,0.5302
0011p00002Q4NLh,0,0.355
0011p00002Q4NY0,1,0.5277
0011p00002Q4NYB,0,0.0105
0011p00002Q4L8m,0,0.0178
0011p00002Q4L3u,0,0.0523
0011p00002Q4Nhj,0,0.397
0011p00002Q4NpR,0,0.113
0011p00002Q4MiV,0,0.1955
0011p00002Q4MiW,0,0.1526
0011p00002Q4MqD,1,0.5919
0011p00002Q4N02,0,0.0302
0011p00002Q4Kwu,0,0.0588
0011p00002Q4LJ1,0,0.3083
0011p00002Q4Ore,0,0.0293
0011p00002Q4NET,0,0.019
0011p00002Q4L9x,0,0.0021
0011p00002Q4PHu,0,0.0218
0011p00002Q4Mdb,0,0.1087
0011p00002Q4Miq,0,0.0025
0011p00002Q4N0N,0,0.1489
0011p00002Q4Kwj,0,0.0077
0011p00002Q4Kwk,0,0.0024
0011p00002Q4N9A,0,0.1081
0011p00002Q4LPK,0,0.1206
0011p00002Q4Orh,0,0.4418
0011p00002Q4Oto,0,0.0743
0011p00002Q4Ouw,0,0.109
0011p00002Q4NEW,0,0.1004
0011p00002Q4NM6,0,0.0555
0011p00002Q4NXX,0,0.0014
0011p00002Q4PJ7,0,0.0357
0011p00002Q4PHd,0,0.0632
0011p00002Q4MUb,0,0.426
0011p00002Q4Mdn,0,0.0273
0011p00002Q4MwA,0,0.0031
0011p00002Q4N0R,0,0.4473
0011p00002Q4N0Z,1,0.9468
0011p00002Q4N0a,1,0.5848
0011p00002Q4LU8,0,0.1929
0011p00002Q4LK5,0,0.0811
0011p00002Q4OqH,0,0.1622
0011p00002Q4OxG,0,0.0894
0011p00002Q4NME,1,0.6073
0011p00002Q4MUe,0,0.0816
0011p00002Q4MYs,1,0.7345
0011p00002Q4Mds,0,0.1327
0011p00002Q4N0s,1,0.6112
0011p00002Q4LPz,0,0.0436
0011p00002Q4LQ1,0,0.1373
0011p00002Q4Nkx,1,0.5169
0011p00002Q4NqB,0,0.2021
0011p00002Q4PPE,0,0.2373
0011p00002Q4PPK,0,0.212
0011p00002Q4MYw,1,0.6532
0011p00002Q4MZ4,0,0.0788
0011p00002Q4MuM,0,0.0679
0011p00002Q4LUZ,0,0.0498
0011p00002Q4Ky4,0,0.0239
0011p00002Q4LKY,0,0.0006
0011p00002Q4P4U,1,0.7421
0011p00002Q4NHM,1,0.6207
0011p00002Q4NHR,0,0.0121
0011p00002Q4NMk,1,0.506
0011p00002Q4NTv,0,0.1717
0011p00002Q4NcL,0,0.3703
0011p00002Q4L6j,0,0.2279
0011p00002Q4MUo,1,0.7827
0011p00002Q4MUp,0,0.1141
0011p00002Q4Mlu,0,0.0263
0011p00002Q4MrD,0,0.083
0011p00002Q4MrE,0,0.0349
0011p00002Q4KoO,0,0.073
0011p00002Q4LFr,0,0.0156
0011p00002Q4LKq,0,0.0511
0011p00002Q4OyQ,0,0.0263
0011p00002Q4ND3,0,0.3628
0011p00002Q4NHi,1,0.654
0011p00002Q4LBg,0,0.4055
0011p00002Q4NlH,0,0.3746
0011p00002Q4Nqe,1,0.6903
0011p00002Q4Nqf,0,0.0272
0011p00002Q4PXh,0,0.075
0011p00002Q4MeS,0,0.0462
0011p00002Q4MrJ,1,0.6925
0011p00002Q4KpA,1,0.8748
0011p00002Q4LE9,0,0.0981
0011p00002Q4P4s,0,0.0473
0011p00002Q4P8X,0,0.1807
0011p00002Q4PMy,0,0.015
